experience_level,employment_type,job_title,salary_in_usd,remote_ratio,company_size
SE,FT,Data Engineer,129000,hybrid,M
EN,FT,Data Engineer,92700,fully remote,M
EN,FT,Data Engineer,61800,fully remote,M
MI,FT,Data Analyst,83500,fully remote,M
MI,FT,Data Analyst,52500,fully remote,M
SE,FT,Data Scientist,201036,hybrid,M
SE,FT,Data Scientist,134024,hybrid,M
SE,FT,Data Analyst,165000,fully remote,M
SE,FT,Data Analyst,140000,fully remote,M
EN,FT,Data Engineer,62000,fully remote,M
EN,FT,Data Engineer,58000,fully remote,M
SE,FT,Data Scientist,172000,hybrid,M
SE,FT,Data Scientist,115000,hybrid,M
EN,FT,Data Engineer,125000,hybrid,M
EN,FT,Data Engineer,90000,hybrid,M
SE,FT,Data Engineer,163800,hybrid,M
SE,FT,Data Engineer,126000,hybrid,M
SE,FT,Data Scientist,237000,fully remote,M
SE,FT,Data Scientist,145000,fully remote,M
MI,FT,Data Engineer,90000,fully remote,M
MI,FT,Data Engineer,90000,fully remote,M
SE,FT,Data Engineer,139500,hybrid,M
SE,FT,Data Engineer,109400,hybrid,M
MI,FT,Data Engineer,145000,hybrid,M
MI,FT,Data Engineer,120000,hybrid,M
SE,FT,Data Engineer,205600,hybrid,L
SE,FT,Data Engineer,105700,hybrid,L
SE,FT,Data Engineer,252000,hybrid,M
SE,FT,Data Engineer,129000,hybrid,M
SE,FT,Data Scientist,239748,hybrid,M
SE,FT,Data Scientist,159832,hybrid,M
SE,FT,Data Scientist,186300,fully remote,M
SE,FT,Data Scientist,102500,fully remote,M
SE,FT,Data Engineer,165000,hybrid,M
SE,FT,Data Engineer,132300,hybrid,M
SE,FT,Data Scientist,190000,hybrid,M
SE,FT,Data Scientist,126000,hybrid,M
SE,FT,Data Architect,149040,fully remote,M
SE,FT,Data Architect,113900,fully remote,M
SE,FT,Data Engineer,153600,fully remote,M
SE,FT,Data Engineer,106800,fully remote,M
SE,FT,Data Engineer,172600,fully remote,M
SE,FT,Data Engineer,107900,fully remote,M
SE,FT,Data Analyst,180180,hybrid,M
SE,FT,Data Analyst,106020,hybrid,M
SE,FT,Data Architect,376080,fully remote,M
SE,FT,Data Architect,213120,fully remote,M
SE,FT,Data Analyst,153600,hybrid,M
SE,FT,Data Analyst,100500,hybrid,M
SE,FT,Data Analyst,206500,fully remote,M
SE,FT,Data Analyst,121600,fully remote,M
SE,FT,Data Engineer,260000,hybrid,M
SE,FT,Data Engineer,225000,hybrid,M
EX,FT,Data Engineer,194500,hybrid,M
EX,FT,Data Engineer,115500,hybrid,M
SE,FT,Cloud Database Engineer,170000,fully remote,L
SE,FT,Applied Machine Learning Scientist,90000,fully remote,L
EN,FT,Data Analyst,95000,fully remote,M
EN,FT,Data Analyst,70000,fully remote,M
SE,FT,Data Engineer,275000,hybrid,M
SE,FT,Data Engineer,160000,hybrid,M
SE,FT,Data Analyst,115934,fully remote,M
SE,FT,Data Analyst,81666,fully remote,M
SE,FT,Data Scientist,175000,hybrid,M
SE,FT,Data Scientist,120000,hybrid,M
SE,FT,Machine Learning Engineer,150000,fully remote,M
SE,FT,Machine Learning Engineer,120000,fully remote,M
SE,FT,Research Engineer,200000,hybrid,M
SE,FT,Research Engineer,175000,hybrid,M
MI,FT,Data Analyst,206000,hybrid,M
MI,FT,Data Analyst,130000,hybrid,M
SE,FT,Data Analyst,110000,fully remote,M
SE,FT,Data Analyst,75000,fully remote,M
SE,FT,Analytics Engineer,130000,hybrid,M
SE,FT,Analytics Engineer,87000,hybrid,M
MI,FT,Data Analyst,160000,hybrid,M
MI,FT,Data Analyst,112000,hybrid,M
MI,FT,Data Engineer,162500,hybrid,M
MI,FT,Data Engineer,130000,hybrid,M
SE,FT,Data Science Manager,299500,hybrid,M
SE,FT,Data Science Manager,245100,hybrid,M
MI,FT,Data Scientist,145000,hybrid,M
MI,FT,Data Scientist,100000,hybrid,M
SE,FT,Data Engineer,147100,hybrid,M
SE,FT,Data Engineer,90700,hybrid,M
EN,FT,Data Engineer,115100,hybrid,M
EN,FT,Data Engineer,73900,hybrid,M
SE,FT,Data Engineer,168400,hybrid,M
SE,FT,Data Engineer,105200,hybrid,M
SE,FT,Data Scientist,210000,hybrid,M
SE,FT,Data Scientist,160000,hybrid,M
MI,FT,Data Scientist,145000,hybrid,M
MI,FT,Data Scientist,100000,hybrid,M
SE,FT,Applied Scientist,222200,hybrid,L
SE,FT,Applied Scientist,136000,hybrid,L
MI,FT,Data Analyst,100000,hybrid,M
MI,FT,Data Analyst,85000,hybrid,M
EX,FT,Data Scientist,200000,hybrid,M
EX,FT,Data Scientist,145000,hybrid,M
MI,FT,Data Engineer,140000,hybrid,M
MI,FT,Data Engineer,95000,hybrid,M
SE,FT,Data Analyst,185000,fully remote,M
SE,FT,Data Analyst,120250,fully remote,M
MI,FT,Financial Data Analyst,130000,fully remote,L
SE,FT,Data Scientist,205000,hybrid,M
SE,FT,Data Scientist,140000,hybrid,M
SE,FT,Data Scientist,297300,fully remote,M
SE,FT,Data Scientist,198200,fully remote,M
SE,FT,Research Scientist,141288,hybrid,M
SE,FT,Research Scientist,94192,hybrid,M
SE,FT,Data Infrastructure Engineer,184000,fully remote,M
SE,FT,Data Infrastructure Engineer,143000,fully remote,M
SE,FT,Data Analyst,70000,hybrid,M
SE,FT,Data Analyst,55000,hybrid,M
SE,FT,Analytics Engineer,275300,fully remote,M
SE,FT,Analytics Engineer,183500,fully remote,M
MI,FT,Data Analyst,75000,fully remote,M
MI,FT,Data Analyst,65000,fully remote,M
MI,FT,ML Engineer,160000,hybrid,M
MI,FT,ML Engineer,147000,hybrid,M
SE,FT,Data Architect,149040,fully remote,M
SE,FT,Data Architect,113900,fully remote,M
SE,FT,Data Analyst,180180,hybrid,M
SE,FT,Data Analyst,106020,hybrid,M
MI,FT,Machine Learning Engineer,250000,hybrid,M
MI,FT,Machine Learning Engineer,150000,hybrid,M
SE,FT,Data Engineer,139500,hybrid,M
SE,FT,Data Engineer,109400,hybrid,M
SE,FT,Data Scientist,105000,hybrid,M
SE,FT,Data Scientist,70000,hybrid,M
EX,FT,Data Engineer,210914,fully remote,M
EX,FT,Data Engineer,116704,fully remote,M
EN,FT,Research Scientist,150000,hybrid,M
EN,FT,Research Scientist,100000,hybrid,M
SE,FT,Data Engineer,146000,hybrid,M
SE,FT,Data Engineer,75000,hybrid,M
EN,FT,Data Analyst,75000,fully remote,M
EN,FT,Data Analyst,60000,fully remote,M
MI,FT,Analytics Engineer,185700,hybrid,M
MI,FT,Analytics Engineer,165000,hybrid,M
SE,FT,Data Engineer,160000,fully remote,M
SE,FT,Data Engineer,130000,fully remote,M
SE,FT,Data Analyst,169000,hybrid,M
SE,FT,Data Analyst,110600,hybrid,M
SE,FT,Data Operations Engineer,193000,fully remote,M
SE,FT,Data Operations Engineer,136850,fully remote,M
SE,FT,Machine Learning Engineer,139500,hybrid,M
SE,FT,Machine Learning Engineer,109400,hybrid,M
SE,FT,Data Engineer,276000,fully remote,M
SE,FT,Data Engineer,178500,fully remote,M
SE,FT,Data Engineer,252000,hybrid,M
SE,FT,Data Engineer,129000,hybrid,M
SE,FT,Data Engineer,163800,hybrid,M
SE,FT,Data Engineer,126000,hybrid,M
SE,FT,Analytics Engineer,170000,fully remote,M
SE,FT,Analytics Engineer,130000,fully remote,M
SE,FT,Machine Learning Engineer,247500,hybrid,M
SE,FT,Machine Learning Engineer,172200,hybrid,M
SE,FT,Data Scientist,239748,hybrid,M
SE,FT,Data Scientist,159832,hybrid,M
SE,FT,Machine Learning Engineer,163800,hybrid,M
SE,FT,Machine Learning Engineer,126000,hybrid,M
MI,FT,Data Scientist,128750,hybrid,M
MI,FT,Data Scientist,106250,hybrid,M
SE,FT,Data Engineer,252000,hybrid,M
SE,FT,Data Engineer,129000,hybrid,M
SE,FT,Data Science Manager,299500,hybrid,M
SE,FT,Data Science Manager,245100,hybrid,M
MI,FT,Data Analytics Manager,155000,hybrid,M
MI,FT,Data Analytics Manager,140000,hybrid,M
EX,FT,Data Engineer,167500,hybrid,M
EX,FT,Data Engineer,106500,hybrid,M
SE,FT,Data Architect,188500,fully remote,M
SE,FT,Data Architect,117000,fully remote,M
SE,FT,Data Analyst,250000,fully remote,M
SE,FT,Data Analyst,138000,fully remote,M
SE,FT,Data Engineer,140000,hybrid,M
SE,FT,Data Engineer,120000,hybrid,M
SE,FT,BI Analyst,160000,hybrid,M
SE,FT,BI Analyst,135000,hybrid,M
MI,FT,Data Science Manager,104500,hybrid,M
MI,FT,Data Science Manager,70000,hybrid,M
MI,FT,Data Science Consultant,90000,hybrid,M
MI,FT,Data Science Consultant,70000,hybrid,M
SE,FT,Data Engineer,153600,fully remote,M
SE,FT,Data Engineer,106800,fully remote,M
EN,FT,Data Engineer,125000,hybrid,M
EN,FT,Data Engineer,90000,hybrid,M
MI,FT,Research Scientist,185000,fully remote,M
MI,FT,Research Scientist,125000,fully remote,M
SE,FT,Data Analyst,127000,fully remote,M
SE,FT,Data Analyst,94000,fully remote,M
SE,FT,Data Scientist,210550,hybrid,M
SE,FT,Data Scientist,153300,hybrid,M
MI,FT,Data Scientist,200000,fully remote,M
MI,FT,Data Scientist,150000,fully remote,M
SE,FT,Data Analyst,161500,fully remote,M
SE,FT,Data Analyst,119500,fully remote,M
SE,FT,Data Analyst,175000,hybrid,M
SE,FT,Data Analyst,145000,hybrid,M
SE,FT,Data Scientist,175000,hybrid,M
SE,FT,Data Scientist,148750,hybrid,M
SE,FT,Data Analytics Specialist,105000,hybrid,M
SE,FT,Data Analytics Specialist,85000,hybrid,M
SE,FT,Research Scientist,215000,hybrid,M
SE,FT,Research Scientist,146300,hybrid,M
SE,FT,Machine Learning Engineer,153400,hybrid,M
SE,FT,Machine Learning Engineer,122700,hybrid,M
MI,FT,Data Engineer,260000,hybrid,M
MI,FT,Data Engineer,175000,hybrid,M
SE,FT,Data Scientist,186300,fully remote,M
SE,FT,Data Scientist,123900,fully remote,M
MI,FT,Research Scientist,340000,fully remote,M
MI,FT,Research Scientist,150000,fully remote,M
SE,FT,Machine Learning Engineer,153400,hybrid,M
SE,FT,Machine Learning Engineer,122700,hybrid,M
MI,FT,Data Engineer,250000,hybrid,M
MI,FT,Data Engineer,175000,hybrid,M
SE,FT,Data Analyst,185900,hybrid,M
SE,FT,Data Analyst,121700,hybrid,M
SE,FT,Data Analyst,153600,hybrid,M
SE,FT,Data Analyst,106800,hybrid,M
SE,FT,Machine Learning Engineer,247500,hybrid,M
SE,FT,Machine Learning Engineer,172200,hybrid,M
EX,FT,Data Engineer,310000,fully remote,M
EX,FT,Data Engineer,239000,fully remote,M
SE,FT,Data Analyst,125000,hybrid,M
SE,FT,Data Analyst,110000,hybrid,M
EN,FT,Data Analyst,150000,hybrid,M
EN,FT,Data Analyst,100000,hybrid,M
SE,FT,Data Scientist,149076,hybrid,M
SE,FT,Data Scientist,82365,hybrid,M
MI,FT,Data Engineer,146000,hybrid,M
MI,FT,Data Engineer,75000,hybrid,M
SE,FT,Machine Learning Engineer,139500,hybrid,M
SE,FT,Machine Learning Engineer,109400,hybrid,M
SE,FT,Data Engineer,139500,hybrid,M
SE,FT,Data Engineer,109400,hybrid,M
MI,FT,Data Engineer,149600,hybrid,M
MI,FT,Data Engineer,102000,hybrid,M
SE,FT,Data Engineer,252000,hybrid,M
SE,FT,Data Engineer,129000,hybrid,M
SE,FT,Data Analyst,95000,hybrid,M
SE,FT,Data Analyst,85500,hybrid,M
SE,FT,Data Analyst,185900,hybrid,M
SE,FT,Data Analyst,121700,hybrid,M
EN,FT,Research Scientist,150000,hybrid,M
EN,FT,Research Scientist,100000,hybrid,M
MI,FT,Data Engineer,145000,hybrid,M
MI,FT,Data Engineer,125000,hybrid,M
MI,FT,Data Scientist,150000,fully remote,M
MI,FT,Data Scientist,97750,fully remote,M
SE,FT,Data Scientist,201000,hybrid,M
SE,FT,Data Scientist,122000,hybrid,M
SE,FT,Data Engineer,252000,hybrid,M
SE,FT,Data Engineer,129000,hybrid,M
SE,FT,Data Analyst,120000,fully remote,M
SE,FT,Data Analyst,75000,fully remote,M
MI,FT,Data Scientist,116990,fully remote,M
MI,FT,Data Scientist,82920,fully remote,M
SE,FT,Data Scientist,185900,hybrid,M
SE,FT,Data Scientist,129300,hybrid,M
MI,FT,Machine Learning Scientist,200000,hybrid,S
MI,FT,Machine Learning Scientist,125000,hybrid,S
SE,FT,Data Scientist,201000,hybrid,M
SE,FT,Data Scientist,122000,hybrid,M
SE,FT,Machine Learning Engineer,204500,hybrid,M
SE,FT,Machine Learning Engineer,142200,hybrid,M
SE,FT,Data Manager,155000,hybrid,M
SE,FT,Data Manager,140000,hybrid,M
MI,FT,Machine Learning Infrastructure Engineer,205920,hybrid,M
MI,FT,Machine Learning Infrastructure Engineer,171600,hybrid,M
SE,FT,Data Engineer,121500,fully remote,M
SE,FT,Data Engineer,78000,fully remote,M
MI,FT,Data Engineer,154000,hybrid,M
MI,FT,Data Engineer,116000,hybrid,M
SE,FT,Data Scientist,190000,hybrid,M
SE,FT,Data Scientist,136000,hybrid,M
SE,FT,Data Analyst,180000,hybrid,M
SE,FT,Data Analyst,110000,hybrid,M
SE,FT,Data Scientist,275300,fully remote,M
SE,FT,Data Scientist,183000,fully remote,M
SE,FT,Data Engineer,170000,hybrid,M
SE,FT,Data Engineer,140000,hybrid,M
SE,FT,Data Engineer,154000,hybrid,M
SE,FT,Data Engineer,116000,hybrid,M
SE,FT,Data Engineer,160000,fully remote,M
SE,FT,Data Engineer,130000,fully remote,M
MI,FT,Data Engineer,200000,hybrid,M
MI,FT,Data Engineer,120000,hybrid,M
SE,FT,Data Scientist,175000,fully remote,M
SE,FT,Data Scientist,160000,fully remote,M
SE,FT,Data Engineer,153600,hybrid,M
SE,FT,Data Engineer,106800,hybrid,M
EN,FT,Data Analyst,85000,fully remote,M
EN,FT,Data Analyst,75000,fully remote,M
SE,FT,Data Scientist,225000,hybrid,M
SE,FT,Data Scientist,156400,hybrid,M
SE,FT,Analytics Engineer,150000,hybrid,M
SE,FT,Analytics Engineer,120000,hybrid,M
SE,FT,Machine Learning Engineer,163800,hybrid,M
SE,FT,Machine Learning Engineer,126000,hybrid,M
SE,FT,Data Analyst,145000,fully remote,M
SE,FT,Data Analyst,90000,fully remote,M
SE,FT,Machine Learning Engineer,204500,hybrid,M
SE,FT,Machine Learning Engineer,142200,hybrid,M
SE,FT,Data Analyst,95000,hybrid,M
SE,FT,Data Analyst,85500,hybrid,M
SE,FT,Data Engineer,167500,hybrid,M
SE,FT,Data Engineer,106500,hybrid,M
SE,FT,Data Engineer,163800,hybrid,M
SE,FT,Data Engineer,126000,hybrid,M
MI,FT,Data Analytics Manager,155000,hybrid,M
MI,FT,Data Analytics Manager,140000,hybrid,M
SE,FT,Research Scientist,250000,hybrid,M
SE,FT,Research Scientist,200000,hybrid,M
SE,FT,Data Scientist,260000,hybrid,M
SE,FT,Data Scientist,186000,hybrid,M
SE,FT,Data Engineer,160000,fully remote,M
SE,FT,Data Engineer,130000,fully remote,M
SE,FT,Research Scientist,200000,hybrid,M
SE,FT,Research Scientist,150000,hybrid,M
SE,FT,Data Scientist,150000,hybrid,M
SE,FT,Data Scientist,120000,hybrid,M
MI,FT,Research Scientist,185000,hybrid,M
MI,FT,Research Scientist,125000,hybrid,M
SE,FT,Data Analyst,175000,fully remote,M
SE,FT,Data Analyst,130000,fully remote,M
SE,FT,Data Analyst,122000,fully remote,M
SE,FT,Data Analyst,93800,fully remote,M
SE,FT,Data Analyst,165000,fully remote,M
SE,FT,Data Analyst,112000,fully remote,M
EN,FT,Computer Vision Engineer,220000,hybrid,M
SE,FT,Machine Learning Engineer,204500,hybrid,M
SE,FT,Machine Learning Engineer,142200,hybrid,M
MI,FT,Machine Learning Engineer,200000,hybrid,M
MI,FT,Machine Learning Engineer,175000,hybrid,M
SE,FT,Data Engineer,185900,hybrid,M
SE,FT,Data Engineer,129300,hybrid,M
SE,FT,Data Analyst,185900,hybrid,M
SE,FT,Data Analyst,121700,hybrid,M
SE,FT,Machine Learning Engineer,204500,hybrid,M
SE,FT,Machine Learning Engineer,142200,hybrid,M
SE,FT,Data Analyst,180180,hybrid,M
SE,FT,Data Analyst,106020,hybrid,M
SE,FT,Data Scientist,136000,fully remote,M
SE,FT,Data Scientist,104000,fully remote,M
SE,FT,Data Analyst,125000,hybrid,M
SE,FT,Data Analyst,110000,hybrid,M
SE,FT,Machine Learning Engineer,153400,hybrid,M
SE,FT,Machine Learning Engineer,122700,hybrid,M
EX,FT,Data Engineer,310000,fully remote,M
EX,FT,Data Engineer,239000,fully remote,M
SE,FT,Data Analyst,152380,hybrid,M
SE,FT,Data Analyst,121904,hybrid,M
SE,FT,Data Scientist,185900,hybrid,M
SE,FT,Data Scientist,129300,hybrid,M
SE,FT,Machine Learning Engineer,247500,hybrid,M
SE,FT,Machine Learning Engineer,172200,hybrid,M
SE,FT,Data Architect,168400,hybrid,M
SE,FT,Data Architect,105200,hybrid,M
SE,FT,Machine Learning Engineer,128280,hybrid,M
SE,FT,Machine Learning Engineer,106900,hybrid,M
MI,FT,Data Engineer,140000,hybrid,M
MI,FT,Data Engineer,100000,hybrid,M
SE,FT,Data Engineer,139500,hybrid,M
SE,FT,Data Engineer,109400,hybrid,M
SE,FT,Machine Learning Engineer,139500,hybrid,M
SE,FT,Machine Learning Engineer,109400,hybrid,M
SE,FT,Data Analyst,170500,fully remote,M
SE,FT,Data Analyst,85000,fully remote,M
SE,FT,Data Engineer,80000,hybrid,M
SE,FT,Data Engineer,65000,hybrid,M
SE,FT,Data Engineer,124740,hybrid,M
SE,FT,Data Engineer,65488,hybrid,M
SE,FT,Data Quality Analyst,72200,hybrid,M
SE,FT,Data Quality Analyst,64980,hybrid,M
SE,FT,Data Engineer,153600,hybrid,M
SE,FT,Data Engineer,106800,hybrid,M
SE,FT,Data Analyst,179975,fully remote,M
SE,FT,Data Analyst,86466,fully remote,M
SE,FT,Data Engineer,120000,hybrid,M
SE,FT,Data Engineer,90000,hybrid,M
SE,FT,Data Scientist,149076,hybrid,M
SE,FT,Data Scientist,82365,hybrid,M
SE,FT,Data Analyst,169000,hybrid,M
SE,FT,Data Analyst,110600,hybrid,M
SE,FT,Data Science Manager,175000,hybrid,M
SE,FT,Data Science Manager,120000,hybrid,M
SE,FT,Data Analyst,230000,hybrid,M
SE,FT,Data Analyst,180000,hybrid,M
SE,FT,Data Analyst,153600,hybrid,M
SE,FT,Data Analyst,106800,hybrid,M
SE,FT,Data Manager,140000,hybrid,M
SE,FT,Data Manager,120000,hybrid,M
SE,FT,Machine Learning Infrastructure Engineer,205920,hybrid,M
SE,FT,Machine Learning Infrastructure Engineer,171600,hybrid,M
SE,FT,Data Analyst,165000,fully remote,M
SE,FT,Data Analyst,125000,fully remote,M
SE,FT,Data Engineer,265000,hybrid,M
SE,FT,Data Engineer,185000,hybrid,M
MI,FT,Applied Machine Learning Engineer,130000,hybrid,M
SE,FT,Data Analyst,95000,hybrid,M
SE,FT,Data Analyst,85500,hybrid,M
SE,FT,Data Scientist,147100,hybrid,M
SE,FT,Data Scientist,90700,hybrid,M
SE,FT,Data Engineer,167580,hybrid,M
SE,FT,Data Engineer,87980,hybrid,M
SE,FT,Data Engineer,202000,fully remote,M
SE,FT,Data Engineer,135000,fully remote,M
SE,FT,Data Engineer,163800,hybrid,M
SE,FT,Data Engineer,126000,hybrid,M
SE,FT,Machine Learning Engineer,163800,hybrid,M
SE,FT,Machine Learning Engineer,126000,hybrid,M
SE,FT,Data Engineer,104000,fully remote,M
SE,FT,Data Engineer,65000,fully remote,M
SE,FT,Research Engineer,230000,hybrid,M
SE,FT,Research Engineer,148000,hybrid,M
SE,FT,Analytics Engineer,197000,hybrid,M
SE,FT,Analytics Engineer,106000,hybrid,M
MI,FT,Deep Learning Engineer,150000,fully remote,M
MI,FT,Deep Learning Engineer,100000,fully remote,M
SE,FT,Data Engineer,290000,fully remote,M
SE,FT,Data Engineer,210000,fully remote,M
SE,FT,Data Engineer,192000,hybrid,M
SE,FT,Data Engineer,172800,hybrid,M
SE,FT,Data Scientist,300240,hybrid,M
SE,FT,Data Scientist,200160,hybrid,M
SE,FT,Data Scientist,300240,hybrid,M
SE,FT,Data Scientist,200160,hybrid,M
SE,FT,Analytics Engineer,175000,hybrid,M
SE,FT,Analytics Engineer,140000,hybrid,M
SE,FT,Data Manager,169000,hybrid,M
SE,FT,Data Manager,100000,hybrid,M
SE,FT,Data Scientist,370000,hybrid,M
SE,FT,Data Scientist,245000,hybrid,M
SE,FT,Data Analyst,110000,fully remote,S
SE,FT,Data Analyst,80000,fully remote,S
EN,FT,Data Analyst,55000,hybrid,M
EN,FT,Data Analyst,48000,hybrid,M
SE,FT,Data Analyst,95000,hybrid,M
SE,FT,Data Analyst,85000,hybrid,M
SE,FT,Data Engineer,137500,fully remote,M
SE,FT,Data Engineer,81500,fully remote,M
SE,FT,Machine Learning Engineer,323300,hybrid,M
SE,FT,Machine Learning Engineer,184700,hybrid,M
SE,FT,Machine Learning Engineer,186000,fully remote,M
SE,FT,Machine Learning Engineer,153088,fully remote,M
MI,FT,Data Infrastructure Engineer,190000,fully remote,M
MI,FT,Data Infrastructure Engineer,160000,fully remote,M
SE,FT,Machine Learning Engineer,200000,fully remote,M
SE,FT,Machine Learning Engineer,150000,fully remote,M
MI,FT,Data Infrastructure Engineer,190000,hybrid,M
MI,FT,Data Infrastructure Engineer,183310,hybrid,M
SE,FT,Machine Learning Engineer,240000,fully remote,M
SE,FT,Machine Learning Engineer,180000,fully remote,M
SE,FT,Machine Learning Engineer,200000,fully remote,M
SE,FT,Machine Learning Engineer,150000,fully remote,M
SE,FT,Data Science Manager,299500,hybrid,M
SE,FT,Data Science Manager,245100,hybrid,M
SE,FT,Data Engineer,144000,fully remote,M
SE,FT,Data Engineer,66000,fully remote,M
MI,FT,Machine Learning Engineer,148500,hybrid,M
MI,FT,Machine Learning Engineer,126277,hybrid,M
SE,FT,Data Architect,228000,hybrid,M
SE,FT,Data Architect,120000,hybrid,M
SE,FT,Machine Learning Software Engineer,180000,hybrid,M
SE,FT,Machine Learning Software Engineer,90000,hybrid,M
SE,FT,Data Scientist,126500,hybrid,M
SE,FT,Data Scientist,78000,hybrid,M
SE,FT,Data Engineer,180000,hybrid,M
SE,FT,Data Engineer,160000,hybrid,M
SE,FT,Machine Learning Software Engineer,272000,hybrid,M
SE,FT,Machine Learning Software Engineer,170000,hybrid,M
MI,FT,Data Analyst,80000,hybrid,M
MI,FT,Data Analyst,60000,hybrid,M
SE,FT,Data Engineer,259000,fully remote,M
SE,FT,Data Engineer,146000,fully remote,M
SE,FT,Data Engineer,200000,hybrid,M
SE,FT,Data Engineer,160000,hybrid,M
EX,FT,Data Engineer,310000,fully remote,M
EX,FT,Data Engineer,239000,fully remote,M
SE,FT,Data Analyst,142000,fully remote,M
SE,FT,Data Analyst,95000,fully remote,M
SE,FT,Data Scientist,155000,hybrid,M
SE,FT,Data Scientist,139500,hybrid,M
MI,FT,Data Engineer,140000,fully remote,M
MI,FT,Data Engineer,120000,fully remote,M
SE,FT,Data Engineer,259000,fully remote,M
SE,FT,Data Engineer,146000,fully remote,M
SE,FT,Data Science Lead,247500,hybrid,M
SE,FT,Data Science Lead,172200,hybrid,M
SE,FT,Data Scientist,225000,hybrid,M
SE,FT,Data Scientist,156400,hybrid,M
SE,FT,Data Engineer,139500,hybrid,M
SE,FT,Data Engineer,109400,hybrid,M
MI,FT,Data Engineer,125000,hybrid,M
MI,FT,Data Engineer,90000,hybrid,M
SE,FT,Data Scientist,185900,hybrid,M
SE,FT,Data Scientist,129300,hybrid,M
SE,FT,Machine Learning Engineer,139500,hybrid,M
SE,FT,Machine Learning Engineer,109400,hybrid,M
SE,FT,Data Analyst,120000,fully remote,M
SE,FT,Data Analyst,75000,fully remote,M
SE,FT,Data Analyst,169000,hybrid,M
SE,FT,Data Analyst,110600,hybrid,M
SE,FT,Machine Learning Engineer,288000,fully remote,M
SE,FT,Machine Learning Engineer,140000,fully remote,M
SE,FT,Machine Learning Engineer,288000,fully remote,M
SE,FT,Machine Learning Engineer,140000,fully remote,M
MI,FT,Data Engineer,120000,hybrid,M
MI,FT,Data Engineer,90000,hybrid,M
SE,FT,Data Scientist,215050,fully remote,M
SE,FT,Data Scientist,156400,fully remote,M
SE,FT,Data Architect,198000,fully remote,M
SE,FT,Data Architect,114000,fully remote,M
